family,code,series,path,title,target_archetype,recommended_action,priority,has_doctype,has_html_tag,has_head_tag,has_body_tag,has_lang,has_charset,has_viewport,has_style_css,h2_count,proc_num_count,duplicate_status,canonical_duplicate,phase_hits,reason
ANNEX,ANNEX-107,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/10-ANNEX-100-Foundation-Maps-and-Control/annex-107-audit-evidence-pack-master.html,"ANNEX-107 — Bản gốc pack bằng chứng đánh giá, chéo-tham chiếu và hồ sơ map | HESEM QMS",Map/Topology Annex,KEEP,P2,True,True,True,True,True,True,True,True,5,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-110,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-110-dashboard-kpi-dictionary-and-data-model.html,"ANNEX-110 — Từ điển KPI, công thức, mô hình dữ liệu và quy tắc cập nhật bảng điều hành | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,11,0,CANONICAL,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-110-dashboard-kpi-dictionary-and-data-model.html,,Baseline review required by archetype.
ANNEX,ANNEX-110,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/annex-110-dashboard-kpi-dictionary-and-data-model.html,"ANNEX-110 — Từ điển KPI, công thức, mô hình dữ liệu và quy tắc cập nhật bảng điều hành | HESEM QMS",Review Needed,DEPRECATE_ALIAS,P0,True,True,True,True,True,True,True,True,11,0,ALIAS,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-110-dashboard-kpi-dictionary-and-data-model.html,,Duplicate basename exists; migrate links to canonical subfolder path and retire alias.
ANNEX,ANNEX-111,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-111-document-writing-and-cross-reference-rules.html,,Review Needed,REBUILD_WRAPPER,P1,False,False,False,False,False,False,False,True,3,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-112,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-112-climate-context-and-resilience-assessment.html,,Review Needed,REBUILD_WRAPPER,P1,False,False,False,False,False,False,False,True,4,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-113,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-113-dashboard-deployment-access-and-refresh-control.html,"ANNEX-113 — Governance dashboard triển khai vận hành, truy cập, refresh và publish control | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,9,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-114,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-114-go-live-runbook-and-cutover-control.html,"ANNEX-114 — Go-Live runbook, cutover control và hypercare command center | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,10,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-115,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-115-epicor-transaction-and-interface-map.html,ANNEX-115 — Bản đồ giao dịch và giao diện Epicor| HESEM QMS,Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,9,0,CANONICAL,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-115-epicor-transaction-and-interface-map.html,,Baseline review required by archetype.
ANNEX,ANNEX-115,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/annex-115-epicor-transaction-and-interface-map.html,ANNEX-115 — Epicor Transaction and Interface Map| HESEM QMS,Map/Topology Annex,DEPRECATE_ALIAS,P0,True,True,True,True,True,True,True,True,9,0,ALIAS,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-115-epicor-transaction-and-interface-map.html,,Duplicate basename exists; migrate links to canonical subfolder path and retire alias.
ANNEX,ANNEX-116,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-116-sharefile-sync.html,"ANNEX-116 - M365 SharePoint local synced working copy, endpoint boundary và local Git workspace model | HESEM QMS",Map/Topology Annex,KEEP,P2,True,True,True,True,True,True,True,True,11,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-116,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/annex-116-m365-folder-structure-blueprint.html,"ANNEX-116 — Blueprint cấu trúc thư mục M365, quyền thư mục và quy tắc lưu hồ sơ | HESEM QMS",Map/Topology Annex,KEEP,P2,True,True,True,True,True,True,True,True,8,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-117,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-117-escalation-matrix-and-sla.html,"ANNEX-117 — Ma trận escalation, SLA phản ứng, liên lạc theo cấp và quyền quyết định | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,10,0,CANONICAL,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-117-escalation-matrix-and-sla.html,,Baseline review required by archetype.
ANNEX,ANNEX-117,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/annex-117-escalation-matrix-and-sla.html,"ANNEX-117 — Ma trận escalation, SLA phản ứng, liên lạc theo cấp và quyền quyết định | HESEM QMS",Review Needed,DEPRECATE_ALIAS,P0,True,True,True,True,True,True,True,True,10,0,ALIAS,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-117-escalation-matrix-and-sla.html,,Duplicate basename exists; migrate links to canonical subfolder path and retire alias.
ANNEX,ANNEX-118,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-118-offline-fallback-kit.html,ANNEX-118 — Offline phương án dự phòng Kit| HESEM QMS,Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,10,0,CANONICAL,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-118-offline-fallback-kit.html,,Baseline review required by archetype.
ANNEX,ANNEX-118,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/annex-118-offline-fallback-kit.html,ANNEX-118 — Offline Fallback Kit| HESEM QMS,Review Needed,DEPRECATE_ALIAS,P0,True,True,True,True,True,True,True,True,10,0,ALIAS,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-118-offline-fallback-kit.html,,Duplicate basename exists; migrate links to canonical subfolder path and retire alias.
ANNEX,ANNEX-119,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/11-ANNEX-110-Digital-Control-and-Resilience/annex-119-change-roadmap-and-priority-register.html,,Review Needed,DEPRECATE_ALIAS,P0,False,False,False,False,False,False,False,True,7,0,ALIAS,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-119-change-roadmap-and-priority-register.html,phase-card,Duplicate basename exists; migrate links to canonical subfolder path and retire alias.
ANNEX,ANNEX-119,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-119-change-roadmap-and-priority-register.html,,Review Needed,REBUILD_WRAPPER,P1,False,False,False,False,False,False,False,True,10,0,CANONICAL,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-119-change-roadmap-and-priority-register.html,,Baseline review required by archetype.
ANNEX,ANNEX-119,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/annex-119-change-roadmap-and-priority-register.html,,Review Needed,DEPRECATE_ALIAS,P0,False,False,False,False,False,False,False,True,7,0,ALIAS,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-119-change-roadmap-and-priority-register.html,phase-card,Duplicate basename exists; migrate links to canonical subfolder path and retire alias.
ANNEX,ANNEX-120,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-120-authority-matrix.html,,Review Needed,REBUILD_WRAPPER,P1,False,False,False,False,False,False,False,True,8,0,CANONICAL,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-120-authority-matrix.html,phase-card,Baseline review required by archetype.
ANNEX,ANNEX-120,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/annex-120-authority-matrix.html,,Review Needed,DEPRECATE_ALIAS,P0,False,False,False,False,False,False,False,True,8,0,ALIAS,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-120-authority-matrix.html,phase-card,Duplicate basename exists; migrate links to canonical subfolder path and retire alias.
ANNEX,ANNEX-121,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-121-raci-master-matrix.html,,Review Needed,REBUILD_WRAPPER,P1,False,False,False,False,False,False,False,True,9,0,CANONICAL,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-121-raci-master-matrix.html,phase-card,Baseline review required by archetype.
ANNEX,ANNEX-121,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/annex-121-raci-master-matrix.html,,Review Needed,DEPRECATE_ALIAS,P0,False,False,False,False,False,False,False,True,8,0,ALIAS,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-121-raci-master-matrix.html,phase-card,Duplicate basename exists; migrate links to canonical subfolder path and retire alias.
ANNEX,ANNEX-122,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-122-kpi-cascade-dictionary.html,,Dictionary Annex,KEEP_CANONICAL,P1,False,False,False,False,False,False,False,True,9,0,CANONICAL,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-122-kpi-cascade-dictionary.html,phase-card,KPI cascade dictionary is a core foundation and should remain a clean dictionary annex.
ANNEX,ANNEX-122,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/annex-122-kpi-cascade-dictionary.html,,Dictionary Annex,DEPRECATE_ALIAS,P0,False,False,False,False,False,False,False,True,8,0,ALIAS,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-122-kpi-cascade-dictionary.html,phase-card,Duplicate basename exists; migrate links to canonical subfolder path and retire alias.
ANNEX,ANNEX-123,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-123-deputy-backup-matrix.html,,Review Needed,REBUILD_WRAPPER,P1,False,False,False,False,False,False,False,True,8,0,CANONICAL,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-123-deputy-backup-matrix.html,phase-card,Baseline review required by archetype.
ANNEX,ANNEX-123,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/annex-123-deputy-backup-matrix.html,,Review Needed,DEPRECATE_ALIAS,P0,False,False,False,False,False,False,False,True,8,0,ALIAS,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-123-deputy-backup-matrix.html,phase-card,Duplicate basename exists; migrate links to canonical subfolder path and retire alias.
ANNEX,ANNEX-124,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-124-dashboard-evidence-pack-worked-examples.html,ANNEX-124 — Bảng điều khiển Bộ bằng chứng Đã thực hiện ví dụ | HESEM QMS,Worked Example Annex,CLEAN_PHASE_RESIDUE,P2,True,True,True,True,True,True,True,True,10,0,CANONICAL,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-124-dashboard-evidence-pack-worked-examples.html,data-phase2i; phase2i,Baseline review required by archetype.
ANNEX,ANNEX-124,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/annex-124-dashboard-evidence-pack-worked-examples.html,ANNEX-124 — Bảng điều khiển Bộ bằng chứng Worked Examples | HESEM QMS,Worked Example Annex,DEPRECATE_ALIAS,P0,True,True,True,True,True,True,True,True,10,0,ALIAS,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/12-ANNEX-120-Authority-KPI-and-Deputy-Control/annex-124-dashboard-evidence-pack-worked-examples.html,data-phase2i; phase2i,Duplicate basename exists; migrate links to canonical subfolder path and retire alias.
ANNEX,ANNEX-131,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/13-ANNEX-130-M365-Records-Control/annex-131-m365-records-metadata-list-schema-and-register-catalog.html,"ANNEX-131 - M365 hồ sơ siêu dữ liệu, list sơ đồ cấu trúc, value bộ / tập hợp and sổ đăng ký danh mục | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,9,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-132,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/13-ANNEX-130-M365-Records-Control/annex-132-m365-records-flow-approval-sharing-and-exception-control.html,"ANNEX-132 - M365 records flow, approval, source promotion and exception control | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,12,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-133,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/13-ANNEX-130-M365-Records-Control/annex-133-m365-records-site-topology-library-and-folder-blueprint.html,"ANNEX-133 - Cấu trúc site, thư viện và thư mục hồ sơ M365 | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,15,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-134,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/13-ANNEX-130-M365-Records-Control/annex-134-m365-records-provisioning-permissions-and-automation-architecture.html,"ANNEX-134 - M365 hồ sơ cung cấp / cấp phát, quyền truy cập and tự động hóa kiến trúc | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,17,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-135,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/13-ANNEX-130-M365-Records-Control/annex-135-m365-operational-records-file-plan-by-department-role-and-job.html,"ANNEX-135 - File plan hồ sơ vận hành M365 theo phòng ban, vai trò và công việc | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,11,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-136,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/13-ANNEX-130-M365-Records-Control/annex-136-m365-sharepoint-git-server-source-sync-promotion-and-runtime-boundary.html,"ANNEX-136 - M365 SharePoint, Git và server source sync, promotion và runtime boundary | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,10,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-137,ANNEX-100,03-Tai-Lieu-Van-Hanh/03-Reference/01-ANNEX-100/13-ANNEX-130-M365-Records-Control/annex-137-evidence-and-records-naming-convention.html,"ANNEX-137 - Quy tắc đặt tên hồ sơ, evidence và form đã điền | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,11,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-301,ANNEX-300,03-Tai-Lieu-Van-Hanh/03-Reference/03-ANNEX-300/annex-301-setup-sheet-and-tool-list-standard.html,ANNEX-301 — Chuẩn Setup Sheet và Tool List CNC | HESEM QMS,Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,11,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-302,ANNEX-300,03-Tai-Lieu-Van-Hanh/03-Reference/03-ANNEX-300/annex-302-approved-materials-list.html,"ANNEX-302 — Đã phê duyệt materials list, source hạn chế và rule thay thế | HESEM QMS",Rule-Pack Annex,CLEAN_PHASE_RESIDUE,P2,True,True,True,True,True,True,True,True,14,0,,,phase3a,Baseline review required by archetype.
ANNEX,ANNEX-401,ANNEX-400,03-Tai-Lieu-Van-Hanh/03-Reference/04-ANNEX-400/annex-401-supplier-risk-model-and-scorecard-method.html,ANNEX-401 — Mô hình rủi ro nhà cung cấp và phương pháp thẻ điểm (bảng điểm) | HESEM QMS,Review Needed,CLEAN_PHASE_RESIDUE,P2,True,True,True,True,True,True,True,True,14,0,,,data-phase2f; data-phase2i; phase2f; phase2i; phase3a,Baseline review required by archetype.
ANNEX,ANNEX-402,ANNEX-400,03-Tai-Lieu-Van-Hanh/03-Reference/04-ANNEX-400/annex-402-outsource-special-process-pack.html,ANNEX-402 — Gói kiểm soát outsource / công đoạn đặc biệt / cert luồng-xuống / Từng | HESEM QMS,Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,8,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-403,ANNEX-400,03-Tai-Lieu-Van-Hanh/03-Reference/04-ANNEX-400/annex-403-approved-processor-list.html,"ANNEX-403 — Đã phê duyệt Người xử lý list, scope phê duyệt và rule tạm ngưng | HESEM QMS",Rule-Pack Annex,CLEAN_PHASE_RESIDUE,P2,True,True,True,True,True,True,True,True,9,0,,,phase3a,Baseline review required by archetype.
ANNEX,ANNEX-501,ANNEX-500,03-Tai-Lieu-Van-Hanh/03-Reference/05-ANNEX-500/annex-501-dispatch-capacity-wip-rules.html,"ANNEX-501 — Quy tắc điều độ, rà soát năng lực, cửa sổ khóa kế hoạch (đóng băng cửa sổ / khung thời gian / cửa sổ khóa kế hoạch) và giới hạn WIP | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,12,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-502,ANNEX-500,03-Tai-Lieu-Van-Hanh/03-Reference/05-ANNEX-500/annex-502-gate-mrr-and-execution-synchronization-pack.html,"ANNEX-502 — MRR theo cổng kiểm soát, điều kiện đồng bộ thực thi và rule bàn giao G0–G7 | HESEM QMS",Rule-Pack Annex,KEEP,P2,True,True,True,True,True,True,True,True,12,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-503,ANNEX-500,03-Tai-Lieu-Van-Hanh/03-Reference/05-ANNEX-500/annex-503-cnc-operating-model-and-role-boundary.html,,Map/Topology Annex,REBUILD,P1,False,False,False,False,False,False,False,True,9,0,,,phase-card,Current file is a malformed fragment and should become the canonical map/topology annex for CNC operating model.
ANNEX,ANNEX-504,ANNEX-500,03-Tai-Lieu-Van-Hanh/03-Reference/05-ANNEX-500/annex-504-tier-meeting-cadence-and-escalation-standard-work.html,"ANNEX-504 — Nhịp độ họp tầng, chương trình họp chuẩn, bảng layout và log hành động rule | HESEM QMS",Rule-Pack Annex,KEEP,P2,True,True,True,True,True,True,True,True,8,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-505,ANNEX-500,03-Tai-Lieu-Van-Hanh/03-Reference/05-ANNEX-500/annex-505-put-thru-index.html,ANNEX-505 — Chỉ mục put-xuyên qua (thru) / pass-xuyên suốt / tuyến đặc biệt và yêu cầu hồ sơ đi kèm | HESEM QMS,Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,5,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-506,ANNEX-500,03-Tai-Lieu-Van-Hanh/03-Reference/05-ANNEX-500/annex-506-fod-prevention-program.html,ANNEX-506 — Chương trình phòng ngừa FOD | HESEM QMS,Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,4,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-507,ANNEX-500,03-Tai-Lieu-Van-Hanh/03-Reference/05-ANNEX-500/annex-507-poka-yoke-cnc-examples.html,"ANNEX-507 — Thư viện ví dụ poka (chống sai) (chống sai)-giá đỡ (yoke) CNC, chống-mix, chống-rev, chống-tooling lỗi | HESEM QMS",Review Needed,KEEP,P2,True,True,True,True,True,True,True,True,5,0,,,,Baseline review required by archetype.
ANNEX,ANNEX-601,ANNEX-600,03-Tai-Lieu-Van-Hanh/03-Reference/06-ANNEX-600/annex-601-aql-method-reference.html,"ANNEX-601 — Quy tắc áp dụng AQL, cỡ mẫu và chuyển chế độ kiểm | HESEM QMS",Method Annex,KEEP_AND_TIGHTEN,P1,True,True,True,True,True,True,True,True,4,0,,,,"Method annex is correct, but must stay separate from WI execution steps."
ANNEX,ANNEX-602,ANNEX-600,03-Tai-Lieu-Van-Hanh/03-Reference/06-ANNEX-600/annex-602-msa-acceptance-criteria.html,"ANNEX-602 — Tiêu chí chấp nhận MSA, GRR, sai lệch hệ thống, độ tuyến tính, độ ổn định và thuộc tính thỏa thuận | HESEM QMS",Review Needed,CLEAN_PHASE_RESIDUE,P2,True,True,True,True,True,True,True,True,5,0,,,data-phase2f; phase2f,Baseline review required by archetype.
